campaign_id,product_id,budget,clicks,conversions,revenue_generated,roi,customer_id,subscription_tier,subscription_length,flash_sale_id,discount_level,units_sold,bundle_id,bundle_price,customer_satisfaction_post_refund,common_keywords,traffic_type
CMP_2QD2XM,PROD_ZUX21X,19324.1700,1917,745,73241.1500,4.4300,CUST_5LT1NR,Standard,28,FLASH_2N3Q2R,35,190,BNDL_L3PJ49,358.2800,4,Stylish,Organic
CMP_OGDB4G,PROD_1CBOUY,8427.2500,3271,644,5994.2600,1.0300,CUST_5DKBUQ,Premium,9,FLASH_EUC6JN,36,68,BNDL_02ZINO,421.7300,4,Durable,Referral
CMP_ET3TU1,PROD_16L419,4692.3200,1481,479,94299.2600,0.6600,CUST_0BHYEK,Basic,35,FLASH_EIAH0F,40,97,BNDL_MEO8LJ,359.1800,4,Affordable,Referral
CMP_G0JOT7,PROD_62P1ZZ,25548.3500,1583,507,86532.1000,2.6600,CUST_M2JQY2,Premium,26,FLASH_L2C3LS,28,182,BNDL_OCU5FE,434.3700,3,Stylish,Direct
CMP_KDE152,PROD_VCQQEB,1986.5000,4917,465,47247.4800,4.1700,CUST_0XU7PK,Premium,10,FLASH_R75RDD,32,40,BNDL_95ZUL8,251.0500,4,Stylish,Direct
CMP_LPCBWY,PROD_RCMTJW,24538.8100,2004,499,19419.3800,3.7800,CUST_TPD9PU,Premium,7,FLASH_NVZQFS,13,115,BNDL_KXTDB4,234.2800,2,Durable,Organic
CMP_FF4MSO,PROD_KGGUDY,5074.8300,4681,901,98650.4000,4.7100,CUST_YSE4N3,Standard,3,FLASH_RGI8ZZ,30,33,BNDL_R7ZY0L,119.9100,4,Durable,Direct
CMP_ABCTBB,PROD_T2E6H4,12811.6400,1647,167,41080.5300,1.8600,CUST_LQ9D36,Premium,2,FLASH_GT8WZL,58,114,BNDL_ONF0OV,373.5700,4,Stylish,Referral
CMP_COZWDA,PROD_5IHT7V,29311.7700,4277,670,21092.6100,4.1100,CUST_4YP7DP,Basic,18,FLASH_IHUZGC,50,149,BNDL_BPGP1L,269.4500,1,Durable,Social
CMP_R9H1PS,PROD_NAPIYZ,3417.4500,4252,763,63219.0300,2.1500,CUST_SK1910,Premium,4,FLASH_R39MKU,31,175,BNDL_OS4I78,90.1600,2,Innovative,Referral
CMP_6NL2N5,PROD_9MMRL7,35168.0600,2854,343,61363.0300,1.5000,CUST_3WYXK6,Premium,8,FLASH_DFYMPW,45,23,BNDL_HHXX76,106.9200,4,Durable,Social
CMP_ADMXPU,PROD_QVBAI5,1169.0600,2900,751,68800.0200,2.3500,CUST_S38JDA,Premium,6,FLASH_O9ZRP0,44,196,BNDL_L04LFE,372.1700,4,Affordable,Referral
CMP_30YP8M,PROD_PF8PBP,13542.2900,2975,703,45249.5200,4.2100,CUST_FPLNDA,Premium,21,FLASH_QBM07G,28,103,BNDL_INIYS4,257.4300,1,Innovative,Organic
CMP_5OLCXD,PROD_P7FIYO,18844.5900,2472,482,21141.6600,1.1100,CUST_3BT2YZ,Premium,25,FLASH_Z41GU3,13,112,BNDL_P20BVD,364.6700,2,Innovative,Referral
CMP_YTOYUR,PROD_HJ880I,43881.2500,477,411,71472.4700,4.1200,CUST_0GH40Y,Premium,8,FLASH_UNF33A,64,75,BNDL_8EQLGH,364.8300,3,Innovative,Social
CMP_654Z0B,PROD_WP31M0,46982.0000,1834,847,22519.3900,1.9200,CUST_J1LM4Z,Standard,17,FLASH_2E97JO,45,44,BNDL_I7DLOS,474.2500,1,Durable,Direct
CMP_T5W6RJ,PROD_1OQQLU,30495.5500,1663,865,67430.3600,3.7200,CUST_ZXAW6O,Basic,14,FLASH_SDITQF,37,90,BNDL_1EZL9T,68.7500,3,Affordable,Organic
CMP_LLECZD,PROD_BB9805,10914.8700,2845,63,27869.2100,1.8700,CUST_XGVN8Z,Basic,9,FLASH_IGBDIY,48,172,BNDL_ZXKAUD,73.8300,3,Affordable,Referral
CMP_12N78C,PROD_8QO21C,18244.8500,2094,136,82381.0100,3.0500,CUST_SKWWSB,Standard,22,FLASH_A03BBQ,47,116,BNDL_QH8K0J,268.2400,3,Stylish,Organic
CMP_9UJAPM,PROD_I6K23P,3388.9600,2330,308,13815.7500,0.8200,CUST_IT1YVA,Standard,1,FLASH_JVZK0U,13,166,BNDL_AQQWU8,238.6200,4,Durable,Organic
CMP_HQQG3J,PROD_BWMWRY,42887.3300,3404,581,32180.2900,1.5200,CUST_4JL74Q,Standard,5,FLASH_JU6FI2,53,34,BNDL_1S2COM,98.9500,1,Affordable,Organic
CMP_K9YUDB,PROD_QJ95J8,45595.9300,4379,499,13817.5800,3.4200,CUST_NHKH2W,Basic,29,FLASH_WSSUXW,59,162,BNDL_HAZBT7,84.3700,1,Innovative,Organic
CMP_D5RHLG,PROD_VRY435,43706.3000,660,988,61472.9000,0.9500,CUST_UK2SD0,Premium,1,FLASH_CQ60R8,59,118,BNDL_MPP7XX,243.1000,1,Durable,Direct
CMP_CZCF18,PROD_E5DSCF,32152.7400,1451,283,41030.2400,3.2500,CUST_IW0F5F,Standard,18,FLASH_JAH71X,54,176,BNDL_4JQLRZ,269.4800,3,Stylish,Organic
CMP_5YN6ZL,PROD_WQ7W5U,38736.3800,1364,448,79597.1800,2.5300,CUST_H2SVYJ,Standard,2,FLASH_0KZQHS,10,52,BNDL_HU4XW5,389.4600,1,Stylish,Direct
CMP_45TRXO,PROD_257BG9,24744.4100,4132,861,31205.9600,1.3900,CUST_LRGVJX,Premium,33,FLASH_5QPLVE,55,37,BNDL_ERZ4OI,284.1800,4,Durable,Organic
CMP_FDFA37,PROD_Y39URI,594.4900,2025,482,6160.4400,0.6400,CUST_EYK4F9,Standard,35,FLASH_D6IEOO,33,86,BNDL_5MZ69E,185.2700,2,Innovative,Organic
CMP_XWCPZN,PROD_MAHZ5U,43822.2200,4453,642,34714.4700,4.6200,CUST_RGIIT1,Premium,34,FLASH_0YSX20,47,24,BNDL_XU5KVP,461.3100,3,Innovative,Organic
CMP_OTQD6M,PROD_KKULQP,46038.5400,1799,847,59711.8400,1.3400,CUST_XLZSZN,Premium,21,FLASH_U6BKDH,58,115,BNDL_SVMTW5,244.2900,1,Durable,Organic
CMP_TF4FIH,PROD_086P2T,36431.4500,1498,186,30059.2700,3.3500,CUST_RLKMO3,Standard,10,FLASH_45LT95,31,199,BNDL_ZE6S0Y,375.8700,3,Affordable,Organic
CMP_GUC5MX,PROD_ZAKYVX,12615.6000,3552,663,26906.5100,2.4300,CUST_N4LWEO,Standard,13,FLASH_TDB0D3,69,123,BNDL_H6G8DU,365.2600,3,Stylish,Organic
CMP_TBHD7Q,PROD_IQTE6N,14551.2000,46,345,92918.1800,4.2600,CUST_G6TLC7,Premium,8,FLASH_JWEXUG,28,174,BNDL_7LHPXJ,346.5000,4,Innovative,Referral
CMP_MD32L9,PROD_BPFIOS,2304.8400,3122,636,84939.3600,4.2700,CUST_RIJ9AY,Premium,12,FLASH_88FFI0,63,71,BNDL_XBONNM,422.6400,3,Innovative,Organic
CMP_SFVEJU,PROD_A87BMH,15641.8600,1854,162,21463.8300,2.4200,CUST_9HU9I8,Basic,8,FLASH_MLU5FL,26,147,BNDL_KP50PB,389.1700,4,Durable,Organic
CMP_ZUXWFD,PROD_O18YZL,45468.9700,3199,86,29815.6600,3.6200,CUST_S4BYX6,Standard,34,FLASH_ZNM2V2,45,185,BNDL_ZUX8QN,307.6900,4,Durable,Organic
CMP_PUHKFR,PROD_R6R6VS,5592.4800,549,440,76451.2500,4.4100,CUST_O0M2LH,Basic,32,FLASH_LIMQ63,23,41,BNDL_JBUG8Q,92.8600,1,Stylish,Direct
CMP_276LZY,PROD_J9SYT5,21361.2000,2210,779,14679.4300,4.4900,CUST_2FU42B,Basic,4,FLASH_PZ7M06,57,178,BNDL_NEFLYN,362.7200,1,Innovative,Social
CMP_HBUHPQ,PROD_AYZYDG,46655.7100,3146,139,87041.2900,3.5500,CUST_AJK92N,Premium,1,FLASH_1DC4Y7,65,21,BNDL_2HT096,185.0000,4,Durable,Referral
CMP_R1H5V9,PROD_9RNOPO,47319.3000,4324,945,24846.7600,3.2200,CUST_FEKQOZ,Standard,24,FLASH_6U9THY,28,151,BNDL_KPRPAA,248.4700,1,Affordable,Organic
CMP_VMNSYT,PROD_KBHJHG,34826.2500,3865,518,21268.1600,4.3900,CUST_4H0JKU,Standard,16,FLASH_G8D9EC,63,59,BNDL_H7VPWL,125.9900,2,Innovative,Organic
CMP_182HBX,PROD_MO6GGS,21876.6900,853,762,81272.8400,2.8800,CUST_Z1QE27,Standard,33,FLASH_OZTG8F,39,181,BNDL_JS25Q3,365.0300,1,Affordable,Social
CMP_2K2ZLI,PROD_VEY23D,8186.5200,4360,654,98113.9200,1.1000,CUST_VK3LE2,Basic,15,FLASH_5JTAIJ,20,193,BNDL_1L9GMJ,327.1700,1,Innovative,Organic
CMP_XU19J0,PROD_4P0S6G,28146.1300,4992,140,58521.0200,0.9900,CUST_AR45QO,Standard,27,FLASH_BAQZEP,57,21,BNDL_SD6QAR,57.0400,1,Stylish,Organic
CMP_NO3CW3,PROD_MFJG2V,29721.1900,2081,843,42622.7100,2.0900,CUST_OTUNTW,Basic,28,FLASH_EUZ2FG,28,55,BNDL_L15AAK,164.7800,1,Stylish,Organic
CMP_XXZ4TV,PROD_Z7VNM9,7508.0700,2095,102,81289.6700,3.4500,CUST_SMRHQ9,Basic,27,FLASH_YPGIGQ,20,197,BNDL_AM4AUD,294.1300,4,Affordable,Organic
CMP_I5PLRL,PROD_X8MMX8,20480.9700,4149,5,53493.5100,4.2200,CUST_OQZB7D,Basic,15,FLASH_5ZSOZ4,17,60,BNDL_94OOD2,184.9900,2,Affordable,Organic
CMP_VP7ONU,PROD_OZ00M8,10305.1200,590,247,94617.4700,4.0700,CUST_MKEITR,Basic,8,FLASH_LYBZIP,10,137,BNDL_RW7MCY,264.1800,2,Innovative,Direct
CMP_OW6UJ5,PROD_PCBGOH,39688.8400,2123,860,29452.7000,0.8600,CUST_SS6F2V,Standard,31,FLASH_9ZA4LO,67,169,BNDL_JJQ1HD,183.1100,4,Affordable,Organic
CMP_IWXLS4,PROD_OYY2WE,25420.1700,1586,481,34187.8300,2.2500,CUST_I0LU8G,Standard,33,FLASH_Z4O018,53,110,BNDL_URKMPQ,324.3500,2,Durable,Referral
CMP_Y9O49E,PROD_80E6P0,2706.9000,1508,850,21931.4700,4.7400,CUST_F68JW5,Premium,20,FLASH_XLA5J6,27,84,BNDL_II7HFS,321.4500,4,Innovative,Organic
CMP_0XL1AO,PROD_9XPDRY,42336.4600,4268,47,28170.1500,2.4900,CUST_VEOLXU,Premium,14,FLASH_F4ASI2,51,11,BNDL_S5H92G,282.6400,2,Stylish,Organic
CMP_PF15Z6,PROD_JMO5RE,32181.1900,949,631,83435.8500,4.0800,CUST_3Z2KEK,Basic,14,FLASH_4V7SLB,37,29,BNDL_WHU6ZS,54.1500,4,Durable,Social
CMP_OPD92Y,PROD_XATJNX,1495.0600,2131,96,56261.7200,3.5600,CUST_87HU8F,Standard,4,FLASH_2F7K4S,29,56,BNDL_P5HI9H,211.8200,4,Affordable,Organic
CMP_E5HFG0,PROD_FDNJI6,40990.8800,2260,690,95108.8400,1.3500,CUST_51COD1,Premium,6,FLASH_R81OK7,24,112,BNDL_4QS0PU,136.8600,3,Affordable,Direct
CMP_R16X4X,PROD_GAY1BT,8375.1000,2619,76,18993.9400,0.6400,CUST_7K8JSD,Premium,11,FLASH_W1DPUO,25,83,BNDL_UACUM0,450.6500,1,Durable,Referral
CMP_RIX3SQ,PROD_SHV9Z2,17330.6800,730,811,99572.4800,0.5500,CUST_FH4B1R,Basic,11,FLASH_MWRA8Z,11,49,BNDL_ZYZKAJ,153.8400,2,Affordable,Organic
CMP_J1QL9Z,PROD_BL9UKM,29604.0500,384,144,27943.2300,4.5600,CUST_TJGZNR,Premium,4,FLASH_MYOQ3P,68,8,BNDL_GE8JL6,117.7300,1,Affordable,Social
CMP_GITRNL,PROD_FLT9VK,34739.3600,911,132,65732.4000,2.8300,CUST_XMHUJ9,Standard,24,FLASH_UBQ4DN,22,60,BNDL_7IV9BV,128.5900,2,Stylish,Organic
CMP_AMT2HU,PROD_YLOBJJ,4025.0300,4039,758,82438.6800,3.9100,CUST_5EZQSU,Basic,22,FLASH_GADQQG,55,37,BNDL_VKWUTH,229.6000,2,Durable,Direct
CMP_GCBUYV,PROD_AOV07O,29733.4400,844,414,8596.8400,0.6600,CUST_H2GKYY,Standard,26,FLASH_CQY122,60,161,BNDL_M0UFYX,96.7300,4,Stylish,Organic
CMP_ZY2F4W,PROD_OEEDIG,19118.3600,2722,929,94293.1900,3.1000,CUST_POL4ZU,Premium,10,FLASH_7X5UFM,25,182,BNDL_V9566F,248.6100,3,Stylish,Direct
CMP_OB9T4G,PROD_5IN8AA,19637.5400,2153,425,17288.9900,3.7400,CUST_GI4PYV,Premium,19,FLASH_LDC1XK,22,83,BNDL_4J40PG,80.6000,1,Innovative,Organic
CMP_99AACW,PROD_WOPLFR,31708.0700,3307,466,36076.9300,1.3200,CUST_XIGG1J,Standard,34,FLASH_G2Z4Q3,63,133,BNDL_T2EOG4,143.6400,4,Innovative,Referral
CMP_7IDLVC,PROD_NIB2MQ,36060.9400,3402,261,68894.1800,0.8600,CUST_8G7FQQ,Premium,12,FLASH_718LQ6,14,77,BNDL_CTEEMF,463.9200,4,Innovative,Direct
CMP_POUX6G,PROD_GK8XW1,5364.0800,2692,617,40288.8200,3.3900,CUST_25RBUC,Basic,6,FLASH_2WMBKX,55,100,BNDL_L8DDRR,482.3100,3,Durable,Social
CMP_1H2CKV,PROD_FU94SM,40558.8400,1490,966,38198.3500,2.3000,CUST_QJFO57,Standard,27,FLASH_N2TKR0,64,94,BNDL_3J9MA1,148.0800,2,Durable,Social
CMP_6S0RDU,PROD_2TUF4P,26243.7300,3153,449,78304.5100,2.5400,CUST_TXSBLN,Basic,21,FLASH_AUSE5U,36,37,BNDL_HEWJHZ,445.4900,1,Durable,Direct
CMP_RR2ZNE,PROD_SBOKIP,45409.0700,2470,782,43598.7400,1.1300,CUST_65RRUS,Premium,4,FLASH_VO951V,56,14,BNDL_7TSOZO,425.1700,4,Innovative,Social
CMP_M6TTQL,PROD_AJJ0VV,38567.8300,425,480,24920.7100,1.3900,CUST_D10X1W,Standard,32,FLASH_Q3HHCC,63,159,BNDL_Q8ZQTA,434.6800,3,Innovative,Organic
CMP_HAQ9Z6,PROD_0RLLB9,46260.7000,3805,13,41051.4200,0.8100,CUST_ABWHZD,Basic,14,FLASH_BOOX73,32,62,BNDL_KTFQV1,171.8100,4,Innovative,Organic
CMP_WBFR38,PROD_1E2KHN,44913.9100,1392,200,6898.0200,4.1700,CUST_FCLP0A,Premium,24,FLASH_YZ0WMZ,11,35,BNDL_KFZWSE,99.5500,1,Affordable,Organic
CMP_DO2BX5,PROD_32VJAW,43886.1100,1117,97,1995.0100,2.8700,CUST_V5DSZ4,Standard,10,FLASH_3IB6VQ,69,120,BNDL_6RP3PV,300.6500,1,Affordable,Organic
CMP_FNX1N0,PROD_64RY57,16919.0700,1096,47,48430.4800,0.9200,CUST_REK6S7,Premium,22,FLASH_YPPGX8,66,74,BNDL_H8305E,179.6500,4,Affordable,Organic
CMP_GBKE28,PROD_DBGIRA,45248.1400,4125,176,71348.8400,4.3500,CUST_V6FT6H,Basic,28,FLASH_18HPYB,22,115,BNDL_B0BIUG,359.5200,3,Stylish,Referral
CMP_CLWHAV,PROD_CV9ASE,8071.4100,3665,815,17658.6900,3.6300,CUST_362TWP,Premium,16,FLASH_TE8007,60,187,BNDL_997XOK,344.3300,4,Innovative,Organic
CMP_4DYV5S,PROD_QFVANZ,19667.4700,4727,207,61680.0800,1.1600,CUST_IXOV50,Standard,27,FLASH_AOZK2T,63,28,BNDL_F4ENGT,382.3400,3,Innovative,Referral
CMP_VJCQQT,PROD_D6QR59,48281.5200,13,104,98872.3900,1.2000,CUST_V43EM2,Basic,23,FLASH_DSH8S3,21,181,BNDL_94CVPR,467.8300,3,Durable,Organic
CMP_ZQAXHJ,PROD_9KC3UI,19917.0800,1096,204,92573.0500,4.6500,CUST_PDOYTY,Standard,21,FLASH_SGNAXT,37,43,BNDL_FKD68K,216.1900,4,Innovative,Organic
CMP_2FW9JK,PROD_Y2JXSJ,15625.7900,3237,913,72301.4300,3.5800,CUST_ASZ5K7,Premium,10,FLASH_F3BSQV,36,43,BNDL_X5V5CB,182.3600,1,Innovative,Referral
CMP_E4KSOP,PROD_770ZCD,2712.6000,2948,919,17647.8200,4.6800,CUST_1JW1KA,Premium,12,FLASH_4ZQ7V5,20,113,BNDL_5LQS5C,239.1000,1,Affordable,Direct
CMP_HTPF7S,PROD_6N4PNK,2204.3900,326,528,60707.6600,1.2400,CUST_W5SBOE,Basic,20,FLASH_6QYM2W,61,148,BNDL_P5JJJC,254.5400,3,Stylish,Referral
CMP_RQ0FHF,PROD_ZT8P04,2445.1200,332,414,58276.2500,2.0300,CUST_RMNGQP,Premium,22,FLASH_LCGUOX,28,124,BNDL_NHNR7W,87.6100,2,Innovative,Referral
CMP_HH7X01,PROD_B2NQEJ,13550.4300,3901,368,74157.7900,1.0300,CUST_A137XV,Premium,23,FLASH_HZZSUA,17,186,BNDL_58SA3H,172.0600,3,Affordable,Organic
CMP_3WBASB,PROD_ABTPVL,20289.0200,2559,631,12520.3000,1.4300,CUST_AT1THI,Premium,33,FLASH_U1EQT9,67,92,BNDL_L6O7WJ,401.9200,1,Affordable,Referral
CMP_B3T9TO,PROD_DP6ETT,32659.7000,1123,541,7923.8600,3.0200,CUST_CCJ74X,Premium,12,FLASH_NQVFNO,38,47,BNDL_5C6YKH,497.4400,2,Innovative,Organic
CMP_G7W2ND,PROD_LUAXBW,14679.6700,3665,409,59263.7900,4.8200,CUST_V2CQCN,Basic,1,FLASH_0PFRGW,41,31,BNDL_MARY2H,134.0000,4,Innovative,Organic
CMP_86UTJ2,PROD_FT68FD,20200.6200,279,644,53367.6500,3.2500,CUST_WXQ7Y1,Basic,6,FLASH_JCA2WC,47,152,BNDL_SFMY4J,323.1700,3,Innovative,Organic
CMP_XLSAEE,PROD_F7GPTA,41488.1000,4869,627,16343.5700,2.7800,CUST_FZVGUB,Premium,13,FLASH_U4KL76,64,86,BNDL_JJKEY9,430.6400,3,Stylish,Organic
CMP_WL5UDN,PROD_Q9872P,36114.2300,3281,589,81942.9600,2.3000,CUST_BTPR87,Premium,14,FLASH_GI5FGT,62,197,BNDL_1VEWTT,189.7500,4,Affordable,Organic
CMP_1E8OBH,PROD_U0IR97,29285.5800,2299,155,49965.2200,1.7800,CUST_DJ267P,Basic,18,FLASH_1RFCE2,14,144,BNDL_WNO0ZC,410.4500,4,Affordable,Social
CMP_7YD5B3,PROD_E52BI3,18387.2600,2752,973,37139.3000,3.0500,CUST_JUUWNW,Premium,10,FLASH_UL831L,30,19,BNDL_1BHJO3,478.8500,4,Innovative,Social
CMP_8OVDGC,PROD_V78WOT,8098.2200,209,814,9240.3500,1.3300,CUST_ZEE2B2,Basic,14,FLASH_7ND733,13,123,BNDL_QD8CLB,412.8700,4,Innovative,Organic
CMP_U85VUP,PROD_IZR6YK,7773.0700,2177,12,18615.0400,3.0500,CUST_VTERMD,Premium,33,FLASH_Q0W0EP,39,101,BNDL_TNPSV9,67.5800,1,Durable,Organic
CMP_3CM0XH,PROD_H0P5WN,46503.8200,3949,712,2766.1700,4.0800,CUST_B7IA1R,Basic,5,FLASH_H0TFZA,68,107,BNDL_61I36P,204.8900,4,Stylish,Organic
CMP_VGP113,PROD_STZ16U,27682.3800,3215,969,69845.0400,3.0300,CUST_764059,Basic,12,FLASH_2FJKO1,13,55,BNDL_LDHEXT,331.4900,2,Innovative,Organic
CMP_6MZ4R3,PROD_SBOU2Q,34338.5100,4323,128,87625.7600,3.5200,CUST_4L8F8P,Standard,28,FLASH_LBIOQS,57,91,BNDL_N9UG2R,210.3500,1,Affordable,Social
CMP_7FPFEP,PROD_5BNBTT,15214.8200,2467,575,12548.4400,2.6000,CUST_UGK2I2,Premium,20,FLASH_CXH7Q8,69,104,BNDL_3VXPVJ,447.5400,1,Affordable,Organic
CMP_ZPODIW,PROD_2B4OYN,2432.2400,4326,721,44291.3200,2.0800,CUST_FX6C9F,Standard,13,FLASH_ZI4B62,42,186,BNDL_HOBZ5Q,216.9500,1,Affordable,Direct
CMP_W2SG1R,PROD_CYKUYD,26729.2600,2979,114,94237.2200,3.0000,CUST_X597A1,Basic,14,FLASH_90M5J7,14,139,BNDL_AQ5TN1,334.3600,2,Innovative,Organic
CMP_W7YOOF,PROD_YVC6TQ,49061.0500,848,541,44429.1300,4.0700,CUST_BFDP36,Basic,5,FLASH_U5LL84,10,108,BNDL_853DNQ,438.8900,4,Affordable,Social
CMP_ZT21YL,PROD_6Y3IOA,46655.7800,4299,253,16293.1600,0.7200,CUST_S585TM,Standard,20,FLASH_KPMVA8,30,147,BNDL_5S2923,375.7000,1,Durable,Organic
CMP_491T0R,PROD_NWFYM6,21863.1500,1015,453,31976.7000,4.5800,CUST_JSW7L3,Basic,8,FLASH_VP3R8X,67,23,BNDL_NECK3F,203.4500,4,Affordable,Direct
CMP_AD1PZZ,PROD_XPEUWT,784.6700,932,309,59985.4900,1.3500,CUST_S7HPCS,Premium,27,FLASH_9WN5ES,31,39,BNDL_9381ZW,328.7000,1,Innovative,Organic
CMP_OX1GX3,PROD_T528AJ,7103.0400,3751,487,64291.0900,1.2600,CUST_2OH8M1,Premium,4,FLASH_KXKA8F,14,127,BNDL_3QCGVT,433.6500,2,Durable,Referral
CMP_6WDUJ0,PROD_PLN4UG,39220.5400,470,66,88910.8300,1.5500,CUST_ZRWPS4,Standard,2,FLASH_W2BMP5,60,78,BNDL_FKDDKM,115.0400,2,Innovative,Organic
CMP_0AT3SE,PROD_Z03QC5,35135.8100,4058,550,9956.7500,0.7000,CUST_M0FXDK,Premium,14,FLASH_36KZXP,48,122,BNDL_KM83NI,109.6200,3,Stylish,Organic
CMP_5LBWCU,PROD_TLT6VB,40297.0800,666,994,22139.7500,4.5900,CUST_6K58RZ,Basic,6,FLASH_ENW3QU,49,122,BNDL_9B4D3P,492.3100,4,Stylish,Social
CMP_NAXHAV,PROD_213GKL,47976.5000,4623,747,29024.6900,3.5900,CUST_F14OT1,Standard,4,FLASH_KB5YUQ,30,87,BNDL_L44V6W,386.7300,3,Innovative,Social
CMP_HO1PD5,PROD_V5IKR6,15657.4500,3084,764,93962.1200,1.1600,CUST_TMBAU9,Basic,28,FLASH_5WZ68P,46,29,BNDL_3IPW9A,341.8000,2,Durable,Social
CMP_JKK34Y,PROD_SR5RBP,35463.9800,3666,622,85743.5300,2.0200,CUST_AF8EM8,Premium,13,FLASH_ZU4AMR,10,103,BNDL_EGAQBS,136.2200,1,Innovative,Referral
CMP_08SHNM,PROD_UXQ74W,35626.1100,4718,429,39660.5900,1.3100,CUST_338Q4R,Basic,19,FLASH_DTH635,50,142,BNDL_V1YNHB,263.7800,2,Innovative,Direct
CMP_OV3AVV,PROD_IVU63D,12015.1300,3602,548,27682.9700,2.7600,CUST_EPJOKT,Standard,32,FLASH_V713HY,65,63,BNDL_8B55KN,368.2800,3,Innovative,Organic
CMP_3MJALC,PROD_WD2JKA,41655.8000,3499,379,51835.4100,2.5500,CUST_WGGQG2,Standard,34,FLASH_5GIJ9E,48,184,BNDL_PJ4WB7,368.5800,1,Innovative,Organic
CMP_F4V0J4,PROD_T2XJWM,29166.9800,1623,721,14161.0000,1.0400,CUST_ZXLBMQ,Standard,1,FLASH_MEOJC7,33,6,BNDL_1TSJ3Y,317.0400,1,Durable,Organic
CMP_QVB6UH,PROD_8K440Y,10809.1100,2692,975,34067.1900,2.2000,CUST_5XXINI,Standard,18,FLASH_8Z8GFR,51,194,BNDL_1XZBMA,203.0200,4,Innovative,Referral
CMP_L31DYN,PROD_KB4PXL,17206.5800,1652,427,29359.1100,1.4500,CUST_2CD5BK,Basic,4,FLASH_XPZRLE,25,150,BNDL_CUE4M8,165.9900,3,Durable,Organic
CMP_8PBT33,PROD_3RJCJA,34961.3000,3043,695,31632.5800,3.4600,CUST_XRZRHD,Basic,24,FLASH_9AXGG4,15,29,BNDL_ZP68BK,362.2300,3,Stylish,Organic
CMP_7MGXKO,PROD_PVG2XS,48340.1600,34,203,21211.7300,1.1000,CUST_4JDRVR,Basic,4,FLASH_DALSTR,60,53,BNDL_FCP2TM,270.1200,3,Durable,Referral
CMP_1TKMY7,PROD_463YBQ,42691.9800,4316,989,62685.3100,1.1800,CUST_OYNPKK,Premium,12,FLASH_R2HZ7M,29,19,BNDL_EJVIFT,168.7700,2,Durable,Direct
CMP_1JOFR3,PROD_XRR4AF,7677.4900,2941,111,73298.8800,3.2400,CUST_ONUN1L,Standard,29,FLASH_Q5FY48,66,75,BNDL_Y512NA,127.3000,3,Durable,Organic
CMP_LKIFJE,PROD_TS4PWX,13691.3700,1656,334,71022.2900,3.6800,CUST_NRAT8S,Basic,15,FLASH_80ECQ0,20,180,BNDL_DYWJVK,483.4300,3,Innovative,Organic
CMP_86GF66,PROD_281QB8,2521.0700,676,918,92002.0100,1.4700,CUST_XLFOIZ,Premium,28,FLASH_33IMPQ,52,94,BNDL_89J0WX,331.1100,3,Affordable,Organic
CMP_8AL5VZ,PROD_G3CBPO,1407.8100,3910,704,37235.3500,3.3400,CUST_ZXFNYB,Premium,14,FLASH_B2Q46P,43,145,BNDL_ZHGTG6,57.0500,1,Innovative,Organic
CMP_YLJ1HT,PROD_C5GNP5,35585.7000,687,855,79548.0000,4.3200,CUST_5A32J3,Basic,32,FLASH_XMY7UE,13,125,BNDL_1IOLH9,329.9600,4,Innovative,Organic
CMP_UYX7OK,PROD_0CRDOJ,48062.6400,2144,98,10802.1200,4.4000,CUST_C8ES3Y,Premium,26,FLASH_OKTYFQ,44,169,BNDL_YDVIKX,456.7300,1,Innovative,Referral
CMP_NLF0DB,PROD_2HOJVU,26916.3400,1413,987,49382.0400,1.2300,CUST_QP1W91,Basic,18,FLASH_13KUY2,11,55,BNDL_8321GV,338.2900,4,Innovative,Referral
CMP_DLBNJ4,PROD_W6C3XW,19107.2100,4221,808,6064.9300,3.5500,CUST_QMZWEY,Basic,4,FLASH_2TUTI0,55,92,BNDL_D0BKXU,258.6000,3,Innovative,Referral
CMP_U7NFJ5,PROD_MOJCM3,13639.4600,4795,918,66222.1300,4.2400,CUST_5JXK5L,Standard,19,FLASH_2GGT3K,66,84,BNDL_F7S58P,84.9400,3,Durable,Organic
CMP_CU5NTI,PROD_GTLQD9,18651.7400,1127,833,10034.7500,2.9500,CUST_4HW56A,Standard,26,FLASH_UPBGWO,58,118,BNDL_HY7UL2,402.2200,2,Durable,Direct
CMP_8U6MQ8,PROD_P80UUM,49371.3800,788,970,10887.6600,1.5600,CUST_R578FI,Standard,27,FLASH_VTN2JM,11,126,BNDL_L6HW2P,448.6000,4,Stylish,Organic
CMP_JPQE5Q,PROD_C2KOUC,1674.9400,1121,67,41822.8400,0.9100,CUST_GUSCTJ,Premium,27,FLASH_BOMBB4,68,58,BNDL_MTRCJU,450.5000,1,Durable,Referral
CMP_771RNI,PROD_NQVQAP,44556.7200,4924,499,87232.9600,3.3700,CUST_BI89G7,Premium,28,FLASH_VCAB5J,35,106,BNDL_GHYZ3Q,421.7100,1,Durable,Direct
CMP_7Q3R29,PROD_FQXK99,23448.6900,3403,193,90475.9300,4.4200,CUST_X9VLGP,Basic,28,FLASH_7F43SW,56,81,BNDL_ZWFOHK,340.4300,1,Durable,Organic
