date,source,medium,campaign,device_category,sessions,page_views,conversions,revenue,session_duration,new_users,cvr_per_session,cvr_per_pageview,arpu,avg_session_duration,avg_pages_per_session,new_user_rate
2023-06-15,Social,Referral,Winter Campaign,Tablet,2,9,6,765,793,0,3.0000,0.6667,382.5000,396.5000,4.5000,0.0000
2023-06-15,Social,Referral,,Desktop,3,27,5,431,1266,1,1.6667,0.1852,143.6667,422.0000,9.0000,0.3333
2023-06-15,Social,Social Media,Spring Promo,Mobile,1,7,2,216,334,1,2.0000,0.2857,216.0000,334.0000,7.0000,1.0000
2023-06-15,Social,Social Media,Spring Promo,Tablet,3,23,4,376,1142,0,1.3333,0.1739,125.3333,380.6667,7.6667,0.0000
2023-06-15,Social,Social Media,Summer Sale,Desktop,4,18,7,766,1030,1,1.7500,0.3889,191.5000,257.5000,4.5000,0.2500
2023-06-15,Social,Social Media,Summer Sale,Tablet,3,5,5,563,1669,1,1.6667,1.0000,187.6667,556.3333,1.6667,0.3333
2023-06-15,Social,Social Media,Winter Campaign,Desktop,1,5,3,249,344,0,3.0000,0.6000,249.0000,344.0000,5.0000,0.0000
2023-06-15,Social,Social Media,Winter Campaign,Mobile,4,33,9,714,1453,1,2.2500,0.2727,178.5000,363.2500,8.2500,0.2500
2023-06-15,Social,Social Media,Winter Campaign,Tablet,2,3,2,121,376,2,1.0000,0.6667,60.5000,188.0000,1.5000,1.0000
2023-06-15,Social,Social Media,,Desktop,2,13,3,318,714,2,1.5000,0.2308,159.0000,357.0000,6.5000,1.0000
2023-06-16,Direct,Direct,Spring Promo,Desktop,2,12,3,250,947,2,1.5000,0.2500,125.0000,473.5000,6.0000,1.0000
2023-06-16,Direct,Direct,Summer Sale,Desktop,4,26,7,661,956,3,1.7500,0.2692,165.2500,239.0000,6.5000,0.7500
2023-06-16,Direct,Direct,Summer Sale,Mobile,1,2,0,0,535,0,0.0000,0.0000,0.0000,535.0000,2.0000,0.0000
2023-06-16,Direct,Direct,Summer Sale,Tablet,1,10,3,375,159,1,3.0000,0.3000,375.0000,159.0000,10.0000,1.0000
2023-06-16,Direct,Direct,Winter Campaign,Desktop,4,28,8,571,1092,2,2.0000,0.2857,142.7500,273.0000,7.0000,0.5000
2023-06-16,Direct,Direct,Winter Campaign,Mobile,3,10,4,426,1320,1,1.3333,0.4000,142.0000,440.0000,3.3333,0.3333
2023-06-16,Direct,Direct,Winter Campaign,Tablet,1,7,0,0,137,1,0.0000,0.0000,0.0000,137.0000,7.0000,1.0000
2023-06-16,Direct,Direct,,Desktop,1,5,2,250,362,1,2.0000,0.4000,250.0000,362.0000,5.0000,1.0000
2023-06-16,Direct,Direct,,Mobile,1,7,0,0,368,1,0.0000,0.0000,0.0000,368.0000,7.0000,1.0000
2023-06-16,Direct,Direct,,Tablet,1,2,0,0,527,0,0.0000,0.0000,0.0000,527.0000,2.0000,0.0000
2023-06-16,Direct,Organic Search,Spring Promo,Desktop,1,6,1,130,286,0,1.0000,0.1667,130.0000,286.0000,6.0000,0.0000
2023-06-16,Direct,Organic Search,Spring Promo,Mobile,2,8,4,372,854,1,2.0000,0.5000,186.0000,427.0000,4.0000,0.5000
2023-06-16,Direct,Organic Search,Spring Promo,Tablet,1,7,1,98,160,0,1.0000,0.1429,98.0000,160.0000,7.0000,0.0000
2023-06-16,Direct,Organic Search,Summer Sale,Mobile,5,20,8,1057,2132,4,1.6000,0.4000,211.4000,426.4000,4.0000,0.8000
2023-06-16,Direct,Organic Search,Summer Sale,Tablet,1,1,0,0,396,1,0.0000,0.0000,0.0000,396.0000,1.0000,1.0000
2023-06-16,Direct,Organic Search,Winter Campaign,Mobile,3,22,1,80,1020,2,0.3333,0.0455,26.6667,340.0000,7.3333,0.6667
2023-06-16,Direct,Organic Search,,Desktop,3,16,7,720,1062,0,2.3333,0.4375,240.0000,354.0000,5.3333,0.0000
2023-06-16,Direct,Organic Search,,Mobile,2,4,5,367,529,1,2.5000,1.2500,183.5000,264.5000,2.0000,0.5000
2023-06-16,Direct,Referral,Spring Promo,Desktop,3,21,5,650,1339,2,1.6667,0.2381,216.6667,446.3333,7.0000,0.6667
2023-06-16,Direct,Referral,Spring Promo,Mobile,2,7,4,269,614,0,2.0000,0.5714,134.5000,307.0000,3.5000,0.0000
2023-06-16,Direct,Referral,Spring Promo,Tablet,2,5,4,325,893,1,2.0000,0.8000,162.5000,446.5000,2.5000,0.5000
2023-06-16,Direct,Referral,Summer Sale,Desktop,4,35,3,338,1458,2,0.7500,0.0857,84.5000,364.5000,8.7500,0.5000
2023-06-16,Direct,Referral,Summer Sale,Mobile,1,3,2,268,312,0,2.0000,0.6667,268.0000,312.0000,3.0000,0.0000
2023-06-16,Direct,Referral,Summer Sale,Tablet,2,18,0,0,655,2,0.0000,0.0000,0.0000,327.5000,9.0000,1.0000
2023-06-16,Direct,Referral,Winter Campaign,Desktop,4,19,3,261,1212,3,0.7500,0.1579,65.2500,303.0000,4.7500,0.7500
2023-06-16,Direct,Referral,Winter Campaign,Mobile,1,10,3,441,215,0,3.0000,0.3000,441.0000,215.0000,10.0000,0.0000
2023-06-16,Direct,Referral,Winter Campaign,Tablet,1,9,2,208,517,0,2.0000,0.2222,208.0000,517.0000,9.0000,0.0000
2023-06-16,Direct,Referral,,Desktop,3,17,4,452,637,2,1.3333,0.2353,150.6667,212.3333,5.6667,0.6667
2023-06-16,Direct,Referral,,Mobile,2,10,3,330,740,2,1.5000,0.3000,165.0000,370.0000,5.0000,1.0000
2023-06-16,Direct,Referral,,Tablet,4,32,6,605,1236,2,1.5000,0.1875,151.2500,309.0000,8.0000,0.5000
2023-06-16,Direct,Social Media,Spring Promo,Desktop,2,11,2,177,875,1,1.0000,0.1818,88.5000,437.5000,5.5000,0.5000
2023-06-16,Direct,Social Media,Spring Promo,Mobile,3,19,5,454,701,1,1.6667,0.2632,151.3333,233.6667,6.3333,0.3333
2023-06-16,Direct,Social Media,Spring Promo,Tablet,2,10,3,354,337,1,1.5000,0.3000,177.0000,168.5000,5.0000,0.5000
2023-06-16,Direct,Social Media,Summer Sale,Desktop,2,13,5,564,719,2,2.5000,0.3846,282.0000,359.5000,6.5000,1.0000
2023-06-16,Direct,Social Media,Summer Sale,Mobile,1,10,2,292,107,1,2.0000,0.2000,292.0000,107.0000,10.0000,1.0000
2023-06-16,Direct,Social Media,Winter Campaign,Mobile,2,16,0,0,482,1,0.0000,0.0000,0.0000,241.0000,8.0000,0.5000
2023-06-16,Direct,Social Media,Winter Campaign,Tablet,1,5,1,104,109,0,1.0000,0.2000,104.0000,109.0000,5.0000,0.0000
2023-06-16,Direct,Social Media,,Desktop,3,12,4,431,556,1,1.3333,0.3333,143.6667,185.3333,4.0000,0.3333
2023-06-16,Direct,Social Media,,Mobile,3,21,6,866,516,1,2.0000,0.2857,288.6667,172.0000,7.0000,0.3333
2023-06-16,Direct,Social Media,,Tablet,1,7,3,300,141,0,3.0000,0.4286,300.0000,141.0000,7.0000,0.0000
2023-06-16,Organic,Direct,Spring Promo,Mobile,1,2,0,0,87,0,0.0000,0.0000,0.0000,87.0000,2.0000,0.0000
2023-06-16,Organic,Direct,Spring Promo,Tablet,1,4,2,160,348,0,2.0000,0.5000,160.0000,348.0000,4.0000,0.0000
2023-06-16,Organic,Direct,Summer Sale,Desktop,2,13,3,312,338,0,1.5000,0.2308,156.0000,169.0000,6.5000,0.0000
2023-06-16,Organic,Direct,Summer Sale,Mobile,2,11,2,246,682,1,1.0000,0.1818,123.0000,341.0000,5.5000,0.5000
2023-06-16,Organic,Direct,Summer Sale,Tablet,1,4,3,441,454,1,3.0000,0.7500,441.0000,454.0000,4.0000,1.0000
2023-06-16,Organic,Direct,Winter Campaign,Desktop,2,9,6,510,472,1,3.0000,0.6667,255.0000,236.0000,4.5000,0.5000
2023-06-16,Organic,Direct,Winter Campaign,Mobile,2,13,1,72,391,1,0.5000,0.0769,36.0000,195.5000,6.5000,0.5000
2023-06-16,Organic,Direct,Winter Campaign,Tablet,5,29,5,531,2115,3,1.0000,0.1724,106.2000,423.0000,5.8000,0.6000
2023-06-16,Organic,Direct,,Desktop,2,2,0,0,798,1,0.0000,0.0000,0.0000,399.0000,1.0000,0.5000
2023-06-16,Organic,Direct,,Mobile,4,27,7,624,1246,2,1.7500,0.2593,156.0000,311.5000,6.7500,0.5000
2023-06-16,Organic,Direct,,Tablet,1,8,0,0,535,1,0.0000,0.0000,0.0000,535.0000,8.0000,1.0000
2023-06-16,Organic,Organic Search,Spring Promo,Mobile,3,18,3,355,1108,2,1.0000,0.1667,118.3333,369.3333,6.0000,0.6667
2023-06-16,Organic,Organic Search,Spring Promo,Tablet,1,7,2,180,186,0,2.0000,0.2857,180.0000,186.0000,7.0000,0.0000
2023-06-16,Organic,Organic Search,Summer Sale,Desktop,1,2,1,126,556,1,1.0000,0.5000,126.0000,556.0000,2.0000,1.0000
2023-06-16,Organic,Organic Search,Summer Sale,Mobile,1,8,2,146,596,0,2.0000,0.2500,146.0000,596.0000,8.0000,0.0000
2023-06-16,Organic,Organic Search,Winter Campaign,Mobile,1,10,2,166,299,0,2.0000,0.2000,166.0000,299.0000,10.0000,0.0000
2023-06-16,Organic,Organic Search,Winter Campaign,Tablet,1,3,2,246,291,1,2.0000,0.6667,246.0000,291.0000,3.0000,1.0000
2023-06-16,Organic,Organic Search,,Desktop,3,19,7,789,1256,2,2.3333,0.3684,263.0000,418.6667,6.3333,0.6667
2023-06-16,Organic,Organic Search,,Mobile,3,17,3,244,514,1,1.0000,0.1765,81.3333,171.3333,5.6667,0.3333
2023-06-16,Organic,Referral,Spring Promo,Desktop,2,6,4,412,151,1,2.0000,0.6667,206.0000,75.5000,3.0000,0.5000
2023-06-16,Organic,Referral,Spring Promo,Mobile,2,5,3,210,541,1,1.5000,0.6000,105.0000,270.5000,2.5000,0.5000
2023-06-16,Organic,Referral,Spring Promo,Tablet,2,13,4,371,488,0,2.0000,0.3077,185.5000,244.0000,6.5000,0.0000
2023-06-16,Organic,Referral,Summer Sale,Desktop,3,8,5,408,752,2,1.6667,0.6250,136.0000,250.6667,2.6667,0.6667
2023-06-16,Organic,Referral,Summer Sale,Mobile,2,12,1,83,513,0,0.5000,0.0833,41.5000,256.5000,6.0000,0.0000
2023-06-16,Organic,Referral,Summer Sale,Tablet,2,8,5,646,606,1,2.5000,0.6250,323.0000,303.0000,4.0000,0.5000
2023-06-16,Organic,Referral,Winter Campaign,Desktop,1,9,0,0,131,1,0.0000,0.0000,0.0000,131.0000,9.0000,1.0000
2023-06-16,Organic,Referral,Winter Campaign,Mobile,4,20,10,917,1638,2,2.5000,0.5000,229.2500,409.5000,5.0000,0.5000
2023-06-16,Organic,Referral,Winter Campaign,Tablet,2,4,5,580,669,1,2.5000,1.2500,290.0000,334.5000,2.0000,0.5000
2023-06-16,Organic,Referral,,Mobile,2,11,4,470,916,0,2.0000,0.3636,235.0000,458.0000,5.5000,0.0000
2023-06-16,Organic,Referral,,Tablet,6,24,7,560,1751,2,1.1667,0.2917,93.3333,291.8333,4.0000,0.3333
2023-06-16,Organic,Social Media,Spring Promo,Desktop,2,17,2,198,425,0,1.0000,0.1176,99.0000,212.5000,8.5000,0.0000
2023-06-16,Organic,Social Media,Spring Promo,Mobile,1,2,2,196,452,0,2.0000,1.0000,196.0000,452.0000,2.0000,0.0000
2023-06-16,Organic,Social Media,Spring Promo,Tablet,1,9,0,0,77,0,0.0000,0.0000,0.0000,77.0000,9.0000,0.0000
2023-06-16,Organic,Social Media,Summer Sale,Desktop,4,14,5,313,1345,1,1.2500,0.3571,78.2500,336.2500,3.5000,0.2500
2023-06-16,Organic,Social Media,Summer Sale,Tablet,3,16,5,437,1072,2,1.6667,0.3125,145.6667,357.3333,5.3333,0.6667
2023-06-16,Organic,Social Media,Winter Campaign,Desktop,2,8,3,271,618,1,1.5000,0.3750,135.5000,309.0000,4.0000,0.5000
2023-06-16,Organic,Social Media,,Desktop,1,8,1,79,586,1,1.0000,0.1250,79.0000,586.0000,8.0000,1.0000
2023-06-16,Organic,Social Media,,Mobile,2,4,1,66,878,1,0.5000,0.2500,33.0000,439.0000,2.0000,0.5000
2023-06-16,Organic,Social Media,,Tablet,5,30,5,608,1168,4,1.0000,0.1667,121.6000,233.6000,6.0000,0.8000
2023-06-16,Referral,Direct,Spring Promo,Desktop,1,6,2,148,216,1,2.0000,0.3333,148.0000,216.0000,6.0000,1.0000
2023-06-16,Referral,Direct,Spring Promo,Mobile,1,10,1,50,523,0,1.0000,0.1000,50.0000,523.0000,10.0000,0.0000
2023-06-16,Referral,Direct,Spring Promo,Tablet,3,9,5,507,947,2,1.6667,0.5556,169.0000,315.6667,3.0000,0.6667
2023-06-16,Referral,Direct,Summer Sale,Mobile,1,8,2,150,81,0,2.0000,0.2500,150.0000,81.0000,8.0000,0.0000
2023-06-16,Referral,Direct,Summer Sale,Tablet,2,18,3,387,246,1,1.5000,0.1667,193.5000,123.0000,9.0000,0.5000
2023-06-16,Referral,Direct,Winter Campaign,Tablet,1,9,2,258,400,1,2.0000,0.2222,258.0000,400.0000,9.0000,1.0000
2023-06-16,Referral,Direct,,Mobile,2,14,2,167,567,1,1.0000,0.1429,83.5000,283.5000,7.0000,0.5000
2023-06-16,Referral,Direct,,Tablet,2,5,3,447,614,1,1.5000,0.6000,223.5000,307.0000,2.5000,0.5000
2023-06-16,Referral,Organic Search,Spring Promo,Mobile,3,15,4,358,462,1,1.3333,0.2667,119.3333,154.0000,5.0000,0.3333
2023-06-16,Referral,Organic Search,Spring Promo,Tablet,2,6,1,135,1116,1,0.5000,0.1667,67.5000,558.0000,3.0000,0.5000
2023-06-16,Referral,Organic Search,Summer Sale,Desktop,2,4,6,624,973,0,3.0000,1.5000,312.0000,486.5000,2.0000,0.0000
2023-06-16,Referral,Organic Search,Summer Sale,Tablet,2,16,1,149,968,1,0.5000,0.0625,74.5000,484.0000,8.0000,0.5000
2023-06-16,Referral,Organic Search,Winter Campaign,Desktop,2,12,1,85,478,1,0.5000,0.0833,42.5000,239.0000,6.0000,0.5000
2023-06-16,Referral,Organic Search,Winter Campaign,Mobile,2,18,4,211,657,1,2.0000,0.2222,105.5000,328.5000,9.0000,0.5000
2023-06-16,Referral,Organic Search,,Desktop,3,12,4,292,1164,1,1.3333,0.3333,97.3333,388.0000,4.0000,0.3333
2023-06-16,Referral,Organic Search,,Mobile,2,6,1,110,670,1,0.5000,0.1667,55.0000,335.0000,3.0000,0.5000
2023-06-16,Referral,Referral,Spring Promo,Desktop,3,18,6,627,1018,0,2.0000,0.3333,209.0000,339.3333,6.0000,0.0000
2023-06-16,Referral,Referral,Spring Promo,Mobile,3,19,5,690,929,1,1.6667,0.2632,230.0000,309.6667,6.3333,0.3333
2023-06-16,Referral,Referral,Spring Promo,Tablet,5,29,2,146,878,4,0.4000,0.0690,29.2000,175.6000,5.8000,0.8000
2023-06-16,Referral,Referral,Summer Sale,Desktop,2,3,2,243,576,2,1.0000,0.6667,121.5000,288.0000,1.5000,1.0000
2023-06-16,Referral,Referral,Summer Sale,Mobile,2,14,2,300,479,2,1.0000,0.1429,150.0000,239.5000,7.0000,1.0000
2023-06-16,Referral,Referral,Summer Sale,Tablet,1,10,3,369,257,1,3.0000,0.3000,369.0000,257.0000,10.0000,1.0000
2023-06-16,Referral,Referral,Winter Campaign,Mobile,1,10,0,0,482,0,0.0000,0.0000,0.0000,482.0000,10.0000,0.0000
2023-06-16,Referral,Referral,Winter Campaign,Tablet,2,16,3,255,650,2,1.5000,0.1875,127.5000,325.0000,8.0000,1.0000
2023-06-16,Referral,Referral,,Desktop,2,7,6,753,918,0,3.0000,0.8571,376.5000,459.0000,3.5000,0.0000
2023-06-16,Referral,Referral,,Mobile,1,8,3,414,565,1,3.0000,0.3750,414.0000,565.0000,8.0000,1.0000
2023-06-16,Referral,Referral,,Tablet,4,21,8,816,1458,2,2.0000,0.3810,204.0000,364.5000,5.2500,0.5000
2023-06-16,Referral,Social Media,Spring Promo,Desktop,1,10,0,0,317,1,0.0000,0.0000,0.0000,317.0000,10.0000,1.0000
2023-06-16,Referral,Social Media,Spring Promo,Mobile,1,5,2,236,193,0,2.0000,0.4000,236.0000,193.0000,5.0000,0.0000
2023-06-16,Referral,Social Media,Spring Promo,Tablet,2,10,3,153,613,1,1.5000,0.3000,76.5000,306.5000,5.0000,0.5000
2023-06-16,Referral,Social Media,Summer Sale,Desktop,1,7,0,0,379,1,0.0000,0.0000,0.0000,379.0000,7.0000,1.0000
2023-06-16,Referral,Social Media,Summer Sale,Mobile,3,5,3,333,1123,2,1.0000,0.6000,111.0000,374.3333,1.6667,0.6667
2023-06-16,Referral,Social Media,Summer Sale,Tablet,1,4,2,216,173,1,2.0000,0.5000,216.0000,173.0000,4.0000,1.0000
2023-06-16,Referral,Social Media,Winter Campaign,Tablet,3,19,2,218,906,3,0.6667,0.1053,72.6667,302.0000,6.3333,1.0000
2023-06-16,Referral,Social Media,,Desktop,3,16,3,252,1396,1,1.0000,0.1875,84.0000,465.3333,5.3333,0.3333
2023-06-16,Referral,Social Media,,Tablet,2,17,4,462,701,1,2.0000,0.2353,231.0000,350.5000,8.5000,0.5000
2023-06-16,Social,Direct,Spring Promo,Desktop,1,9,1,66,334,1,1.0000,0.1111,66.0000,334.0000,9.0000,1.0000
2023-06-16,Social,Direct,Spring Promo,Mobile,2,9,6,501,760,1,3.0000,0.6667,250.5000,380.0000,4.5000,0.5000
2023-06-16,Social,Direct,Spring Promo,Tablet,3,22,1,82,1265,1,0.3333,0.0455,27.3333,421.6667,7.3333,0.3333
2023-06-16,Social,Direct,Summer Sale,Desktop,4,23,4,425,1767,1,1.0000,0.1739,106.2500,441.7500,5.7500,0.2500
2023-06-16,Social,Direct,Summer Sale,Tablet,3,14,7,624,718,1,2.3333,0.5000,208.0000,239.3333,4.6667,0.3333
2023-06-16,Social,Direct,Winter Campaign,Desktop,4,20,6,572,1073,3,1.5000,0.3000,143.0000,268.2500,5.0000,0.7500
2023-06-16,Social,Direct,Winter Campaign,Mobile,4,29,8,728,1528,1,2.0000,0.2759,182.0000,382.0000,7.2500,0.2500
2023-06-16,Social,Direct,Winter Campaign,Tablet,1,9,0,0,282,1,0.0000,0.0000,0.0000,282.0000,9.0000,1.0000
2023-06-16,Social,Direct,,Desktop,2,10,3,438,543,1,1.5000,0.3000,219.0000,271.5000,5.0000,0.5000
2023-06-16,Social,Direct,,Mobile,2,17,1,79,691,2,0.5000,0.0588,39.5000,345.5000,8.5000,1.0000
2023-06-16,Social,Direct,,Tablet,1,9,1,150,386,0,1.0000,0.1111,150.0000,386.0000,9.0000,0.0000
2023-06-16,Social,Organic Search,Spring Promo,Desktop,1,1,1,117,465,1,1.0000,1.0000,117.0000,465.0000,1.0000,1.0000
2023-06-16,Social,Organic Search,Spring Promo,Mobile,3,22,5,497,795,0,1.6667,0.2273,165.6667,265.0000,7.3333,0.0000
2023-06-16,Social,Organic Search,Summer Sale,Desktop,1,5,0,0,245,0,0.0000,0.0000,0.0000,245.0000,5.0000,0.0000
2023-06-16,Social,Organic Search,Summer Sale,Tablet,2,8,1,115,343,2,0.5000,0.1250,57.5000,171.5000,4.0000,1.0000
2023-06-16,Social,Organic Search,Winter Campaign,Desktop,2,6,6,873,769,2,3.0000,1.0000,436.5000,384.5000,3.0000,1.0000
2023-06-16,Social,Organic Search,Winter Campaign,Mobile,1,1,3,348,71,1,3.0000,3.0000,348.0000,71.0000,1.0000,1.0000
2023-06-16,Social,Organic Search,Winter Campaign,Tablet,1,2,2,280,414,0,2.0000,1.0000,280.0000,414.0000,2.0000,0.0000
2023-06-16,Social,Organic Search,,Desktop,1,7,2,264,401,1,2.0000,0.2857,264.0000,401.0000,7.0000,1.0000
2023-06-16,Social,Organic Search,,Mobile,2,17,4,344,1013,1,2.0000,0.2353,172.0000,506.5000,8.5000,0.5000
2023-06-16,Social,Organic Search,,Tablet,1,3,0,0,460,1,0.0000,0.0000,0.0000,460.0000,3.0000,1.0000
2023-06-16,Social,Referral,Spring Promo,Desktop,1,9,1,98,225,0,1.0000,0.1111,98.0000,225.0000,9.0000,0.0000
2023-06-16,Social,Referral,Spring Promo,Mobile,4,30,7,850,1798,2,1.7500,0.2333,212.5000,449.5000,7.5000,0.5000
2023-06-16,Social,Referral,Spring Promo,Tablet,2,14,6,603,344,0,3.0000,0.4286,301.5000,172.0000,7.0000,0.0000
2023-06-16,Social,Referral,Summer Sale,Desktop,2,8,3,429,792,1,1.5000,0.3750,214.5000,396.0000,4.0000,0.5000
2023-06-16,Social,Referral,Summer Sale,Mobile,1,1,0,0,534,1,0.0000,0.0000,0.0000,534.0000,1.0000,1.0000
2023-06-16,Social,Referral,Winter Campaign,Desktop,2,11,2,278,472,2,1.0000,0.1818,139.0000,236.0000,5.5000,1.0000
2023-06-16,Social,Referral,Winter Campaign,Tablet,3,19,6,661,1147,3,2.0000,0.3158,220.3333,382.3333,6.3333,1.0000
2023-06-16,Social,Referral,,Desktop,2,11,1,56,669,1,0.5000,0.0909,28.0000,334.5000,5.5000,0.5000
2023-06-16,Social,Referral,,Mobile,1,4,2,204,561,0,2.0000,0.5000,204.0000,561.0000,4.0000,0.0000
2023-06-16,Social,Referral,,Tablet,2,11,2,252,550,1,1.0000,0.1818,126.0000,275.0000,5.5000,0.5000
2023-06-16,Social,Social Media,Spring Promo,Desktop,1,2,0,0,248,1,0.0000,0.0000,0.0000,248.0000,2.0000,1.0000
2023-06-16,Social,Social Media,Spring Promo,Mobile,1,8,1,147,231,0,1.0000,0.1250,147.0000,231.0000,8.0000,0.0000
2023-06-16,Social,Social Media,Spring Promo,Tablet,1,9,1,62,376,0,1.0000,0.1111,62.0000,376.0000,9.0000,0.0000
2023-06-16,Social,Social Media,Summer Sale,Desktop,1,3,0,0,413,0,0.0000,0.0000,0.0000,413.0000,3.0000,0.0000
2023-06-16,Social,Social Media,Summer Sale,Mobile,4,18,4,450,1373,1,1.0000,0.2222,112.5000,343.2500,4.5000,0.2500
2023-06-16,Social,Social Media,Summer Sale,Tablet,1,4,3,393,544,1,3.0000,0.7500,393.0000,544.0000,4.0000,1.0000
2023-06-16,Social,Social Media,Winter Campaign,Desktop,3,7,6,522,942,1,2.0000,0.8571,174.0000,314.0000,2.3333,0.3333
2023-06-16,Social,Social Media,Winter Campaign,Mobile,3,20,4,509,1193,2,1.3333,0.2000,169.6667,397.6667,6.6667,0.6667
2023-06-16,Social,Social Media,Winter Campaign,Tablet,3,21,3,222,793,1,1.0000,0.1429,74.0000,264.3333,7.0000,0.3333
2023-06-16,Social,Social Media,,Desktop,2,18,2,284,723,1,1.0000,0.1111,142.0000,361.5000,9.0000,0.5000
2023-06-16,Social,Social Media,,Mobile,4,25,8,908,1012,3,2.0000,0.3200,227.0000,253.0000,6.2500,0.7500
2023-06-16,Social,Social Media,,Tablet,1,3,0,0,199,1,0.0000,0.0000,0.0000,199.0000,3.0000,1.0000
2023-06-17,Direct,Direct,Spring Promo,Desktop,3,16,4,311,1324,1,1.3333,0.2500,103.6667,441.3333,5.3333,0.3333
2023-06-17,Direct,Direct,Spring Promo,Mobile,1,1,2,180,466,1,2.0000,2.0000,180.0000,466.0000,1.0000,1.0000
2023-06-17,Direct,Direct,Spring Promo,Tablet,1,5,3,393,454,0,3.0000,0.6000,393.0000,454.0000,5.0000,0.0000
2023-06-17,Direct,Direct,Summer Sale,Mobile,1,10,0,0,389,1,0.0000,0.0000,0.0000,389.0000,10.0000,1.0000
2023-06-17,Direct,Direct,Summer Sale,Tablet,5,25,6,497,1584,2,1.2000,0.2400,99.4000,316.8000,5.0000,0.4000
2023-06-17,Direct,Direct,Winter Campaign,Desktop,1,6,1,53,441,1,1.0000,0.1667,53.0000,441.0000,6.0000,1.0000
2023-06-17,Direct,Direct,Winter Campaign,Mobile,4,27,4,452,1615,2,1.0000,0.1481,113.0000,403.7500,6.7500,0.5000
2023-06-17,Direct,Direct,Winter Campaign,Tablet,2,5,6,483,1013,2,3.0000,1.2000,241.5000,506.5000,2.5000,1.0000
2023-06-17,Direct,Direct,,Mobile,1,9,1,69,237,1,1.0000,0.1111,69.0000,237.0000,9.0000,1.0000
2023-06-17,Direct,Organic Search,Spring Promo,Desktop,2,6,4,396,914,1,2.0000,0.6667,198.0000,457.0000,3.0000,0.5000
2023-06-17,Direct,Organic Search,Spring Promo,Mobile,1,4,2,142,244,1,2.0000,0.5000,142.0000,244.0000,4.0000,1.0000
2023-06-17,Direct,Organic Search,Summer Sale,Desktop,3,13,6,733,1324,1,2.0000,0.4615,244.3333,441.3333,4.3333,0.3333
2023-06-17,Direct,Organic Search,Summer Sale,Mobile,2,12,6,780,596,2,3.0000,0.5000,390.0000,298.0000,6.0000,1.0000
2023-06-17,Direct,Organic Search,Summer Sale,Tablet,4,15,8,821,949,2,2.0000,0.5333,205.2500,237.2500,3.7500,0.5000
2023-06-17,Direct,Organic Search,Winter Campaign,Desktop,1,6,2,164,171,1,2.0000,0.3333,164.0000,171.0000,6.0000,1.0000
2023-06-17,Direct,Organic Search,Winter Campaign,Mobile,2,11,6,543,772,1,3.0000,0.5455,271.5000,386.0000,5.5000,0.5000
2023-06-17,Direct,Organic Search,Winter Campaign,Tablet,1,6,0,0,188,1,0.0000,0.0000,0.0000,188.0000,6.0000,1.0000
2023-06-17,Direct,Organic Search,,Desktop,1,6,3,408,496,0,3.0000,0.5000,408.0000,496.0000,6.0000,0.0000
2023-06-17,Direct,Organic Search,,Mobile,1,3,3,414,298,1,3.0000,1.0000,414.0000,298.0000,3.0000,1.0000
2023-06-17,Direct,Organic Search,,Tablet,5,37,4,254,1919,2,0.8000,0.1081,50.8000,383.8000,7.4000,0.4000
2023-06-17,Direct,Referral,Spring Promo,Desktop,1,4,0,0,428,1,0.0000,0.0000,0.0000,428.0000,4.0000,1.0000
2023-06-17,Direct,Referral,Spring Promo,Mobile,1,5,2,260,252,1,2.0000,0.4000,260.0000,252.0000,5.0000,1.0000
2023-06-17,Direct,Referral,Spring Promo,Tablet,5,32,10,1157,1272,4,2.0000,0.3125,231.4000,254.4000,6.4000,0.8000
2023-06-17,Direct,Referral,Summer Sale,Desktop,1,3,3,390,326,1,3.0000,1.0000,390.0000,326.0000,3.0000,1.0000
2023-06-17,Direct,Referral,Summer Sale,Mobile,1,5,1,70,435,0,1.0000,0.2000,70.0000,435.0000,5.0000,0.0000
2023-06-17,Direct,Referral,Winter Campaign,Desktop,3,17,3,318,820,1,1.0000,0.1765,106.0000,273.3333,5.6667,0.3333
2023-06-17,Direct,Referral,Winter Campaign,Mobile,5,22,8,782,1647,1,1.6000,0.3636,156.4000,329.4000,4.4000,0.2000
2023-06-17,Direct,Referral,Winter Campaign,Tablet,1,9,2,258,363,0,2.0000,0.2222,258.0000,363.0000,9.0000,0.0000
2023-06-17,Direct,Referral,,Tablet,2,18,3,204,856,1,1.5000,0.1667,102.0000,428.0000,9.0000,0.5000
2023-06-17,Direct,Social Media,Spring Promo,Desktop,2,10,4,332,542,2,2.0000,0.4000,166.0000,271.0000,5.0000,1.0000
2023-06-17,Direct,Social Media,Spring Promo,Tablet,1,1,3,417,338,0,3.0000,3.0000,417.0000,338.0000,1.0000,0.0000
2023-06-17,Direct,Social Media,Summer Sale,Desktop,1,1,2,162,111,1,2.0000,2.0000,162.0000,111.0000,1.0000,1.0000
2023-06-17,Direct,Social Media,Summer Sale,Mobile,2,13,1,58,351,1,0.5000,0.0769,29.0000,175.5000,6.5000,0.5000
2023-06-17,Direct,Social Media,Summer Sale,Tablet,1,3,1,123,572,0,1.0000,0.3333,123.0000,572.0000,3.0000,0.0000
2023-06-17,Direct,Social Media,Winter Campaign,Desktop,1,3,1,54,448,0,1.0000,0.3333,54.0000,448.0000,3.0000,0.0000
