date,user_id,session_duration,page_views,source,medium,campaign,device_category,country,new_user,conversions,revenue,conversion_rate,arpu,revenue_per_session,engagement_rate,sessions
2023-06-11,4444,398,2,Referral,Direct,,Tablet,France,1,2,196,1.0,196.0,196.0,0.005025125628140704,1
2023-06-24,4445,536,8,Direct,Social Media,Summer Sale,Tablet,Canada,0,1,52,0.125,52.0,52.0,0.014925373134328358,1
2023-06-19,4446,77,7,Organic,Social Media,,Desktop,UK,0,0,0,0.0,0.0,0.0,0.09090909090909091,1
2023-06-21,4447,213,2,Referral,Referral,Winter Campaign,Mobile,USA,0,3,303,1.5,303.0,303.0,0.009389671361502348,1
2023-06-08,4448,404,7,Direct,Referral,Winter Campaign,Mobile,India,0,1,82,0.14285714285714285,82.0,82.0,0.017326732673267328,1
2023-06-18,4449,235,6,Social,Direct,Spring Promo,Tablet,France,0,2,254,0.3333333333333333,254.0,254.0,0.02553191489361702,1
2023-06-20,4450,468,4,Organic,Organic Search,Spring Promo,Tablet,Canada,1,2,236,0.5,236.0,236.0,0.008547008547008548,1
2023-06-25,4451,250,4,Social,Direct,Summer Sale,Mobile,France,1,1,83,0.25,83.0,83.0,0.016,1
2023-06-21,4452,498,5,Organic,Direct,Spring Promo,Mobile,UK,0,0,0,0.0,0.0,0.0,0.010040160642570281,1
2023-06-01,4453,120,3,Social,Organic Search,Summer Sale,Tablet,Australia,1,0,0,0.0,0.0,0.0,0.025,1
2023-06-20,4454,212,7,Organic,Referral,,Mobile,India,0,1,61,0.14285714285714285,61.0,61.0,0.0330188679245283,1
2023-06-24,4455,483,4,Social,Referral,Winter Campaign,Desktop,France,1,2,170,0.5,170.0,170.0,0.008281573498964804,1
2023-06-16,4456,254,1,Organic,Referral,,Tablet,USA,0,2,134,2.0,134.0,134.0,0.003937007874015748,1
2023-06-20,4457,78,5,Social,Direct,,Mobile,Australia,1,1,144,0.2,144.0,144.0,0.0641025641025641,1
2023-06-26,4458,336,7,Organic,Referral,Summer Sale,Tablet,UK,0,1,98,0.14285714285714285,98.0,98.0,0.020833333333333332,1
2023-06-15,4459,471,9,Social,Social Media,Spring Promo,Tablet,Germany,0,0,0,0.0,0.0,0.0,0.01910828025477707,1
2023-06-28,4460,402,4,Direct,Direct,Spring Promo,Mobile,Germany,1,2,292,0.5,292.0,292.0,0.009950248756218905,1
2023-06-20,4461,246,3,Referral,Organic Search,Spring Promo,Tablet,India,0,0,0,0.0,0.0,0.0,0.012195121951219513,1
2023-06-04,4462,334,5,Referral,Direct,Summer Sale,Mobile,USA,0,1,101,0.2,101.0,101.0,0.014970059880239521,1
2023-06-14,4463,463,4,Organic,Organic Search,Summer Sale,Desktop,USA,0,0,0,0.0,0.0,0.0,0.008639308855291577,1
2023-06-18,4464,89,8,Organic,Organic Search,Spring Promo,Tablet,Australia,0,3,432,0.375,432.0,432.0,0.0898876404494382,1
2023-06-03,4465,591,9,Direct,Organic Search,Winter Campaign,Desktop,India,0,2,102,0.2222222222222222,102.0,102.0,0.015228426395939087,1
2023-06-30,4466,366,7,Social,Organic Search,Winter Campaign,Desktop,Australia,0,2,182,0.2857142857142857,182.0,182.0,0.01912568306010929,1
2023-06-25,4467,406,8,Social,Social Media,Spring Promo,Desktop,Australia,1,3,162,0.375,162.0,162.0,0.019704433497536946,1
2023-06-01,4468,285,10,Organic,Social Media,,Desktop,France,0,2,282,0.2,282.0,282.0,0.03508771929824561,1
2023-06-19,4469,256,8,Organic,Referral,Winter Campaign,Mobile,India,0,3,360,0.375,360.0,360.0,0.03125,1
2023-06-04,4470,181,4,Organic,Direct,Summer Sale,Tablet,UK,1,2,250,0.5,250.0,250.0,0.022099447513812154,1
2023-06-04,4471,113,9,Direct,Organic Search,,Tablet,UK,0,2,126,0.2222222222222222,126.0,126.0,0.07964601769911504,1
2023-06-26,4472,77,9,Referral,Direct,Spring Promo,Desktop,Germany,1,2,230,0.2222222222222222,230.0,230.0,0.11688311688311688,1
2023-06-28,4473,284,3,Direct,Organic Search,Winter Campaign,Tablet,France,0,3,312,1.0,312.0,312.0,0.01056338028169014,1
2023-06-22,4474,551,4,Direct,Referral,,Mobile,India,1,0,0,0.0,0.0,0.0,0.007259528130671506,1
2023-06-05,4475,85,8,Referral,Direct,,Mobile,India,0,2,240,0.25,240.0,240.0,0.09411764705882353,1
2023-06-06,4476,366,9,Referral,Direct,Summer Sale,Tablet,UK,1,3,222,0.3333333333333333,222.0,222.0,0.02459016393442623,1
2023-06-07,4477,233,3,Direct,Organic Search,Winter Campaign,Mobile,Germany,0,0,0,0.0,0.0,0.0,0.012875536480686695,1
2023-06-20,4478,185,8,Referral,Social Media,Summer Sale,Mobile,India,0,0,0,0.0,0.0,0.0,0.043243243243243246,1
2023-06-04,4479,507,4,Direct,Direct,Spring Promo,Tablet,India,0,1,57,0.25,57.0,57.0,0.007889546351084813,1
2023-06-29,4480,167,6,Social,Organic Search,Winter Campaign,Mobile,India,0,1,93,0.16666666666666666,93.0,93.0,0.03592814371257485,1
2023-06-04,4481,554,9,Organic,Organic Search,Winter Campaign,Desktop,Canada,0,3,351,0.3333333333333333,351.0,351.0,0.016245487364620937,1
2023-06-24,4482,149,7,Social,Organic Search,Winter Campaign,Mobile,USA,1,1,145,0.14285714285714285,145.0,145.0,0.04697986577181208,1
2023-06-21,4483,423,7,Referral,Direct,Spring Promo,Mobile,France,1,2,110,0.2857142857142857,110.0,110.0,0.016548463356973995,1
2023-06-26,4484,152,9,Referral,Organic Search,Summer Sale,Mobile,UK,0,3,390,0.3333333333333333,390.0,390.0,0.05921052631578947,1
2023-06-07,4485,561,3,Direct,Referral,,Desktop,Canada,1,3,429,1.0,429.0,429.0,0.0053475935828877,1
2023-06-18,4486,506,10,Direct,Organic Search,,Tablet,USA,0,3,387,0.3,387.0,387.0,0.019762845849802372,1
2023-06-24,4487,547,7,Referral,Direct,,Tablet,France,1,2,160,0.2857142857142857,160.0,160.0,0.012797074954296161,1
2023-06-28,4488,493,8,Referral,Social Media,Spring Promo,Desktop,UK,1,3,384,0.375,384.0,384.0,0.016227180527383367,1
2023-06-08,4489,561,10,Referral,Social Media,Winter Campaign,Mobile,India,1,3,162,0.3,162.0,162.0,0.017825311942959002,1
2023-06-21,4490,371,9,Referral,Referral,,Mobile,India,0,1,101,0.1111111111111111,101.0,101.0,0.02425876010781671,1
2023-06-15,4491,558,1,Referral,Social Media,Winter Campaign,Tablet,Germany,0,0,0,0.0,0.0,0.0,0.0017921146953405018,1
2023-06-18,4492,506,1,Organic,Social Media,Winter Campaign,Mobile,UK,0,2,212,2.0,212.0,212.0,0.001976284584980237,1
2023-06-19,4493,236,8,Social,Social Media,Spring Promo,Tablet,Australia,0,1,123,0.125,123.0,123.0,0.03389830508474576,1
2023-06-17,4494,369,4,Organic,Direct,Spring Promo,Desktop,USA,1,2,262,0.5,262.0,262.0,0.01084010840108401,1
2023-06-27,4495,566,4,Social,Social Media,Winter Campaign,Mobile,France,1,0,0,0.0,0.0,0.0,0.007067137809187279,1
2023-06-27,4496,354,4,Social,Organic Search,Summer Sale,Tablet,Australia,0,3,165,0.75,165.0,165.0,0.011299435028248588,1
2023-06-09,4497,221,7,Direct,Social Media,Spring Promo,Mobile,Australia,1,2,276,0.2857142857142857,276.0,276.0,0.03167420814479638,1
2023-06-19,4498,491,1,Referral,Direct,Summer Sale,Tablet,Canada,1,0,0,0.0,0.0,0.0,0.002036659877800407,1
2023-06-24,4499,488,1,Referral,Direct,Winter Campaign,Mobile,India,1,2,158,2.0,158.0,158.0,0.0020491803278688526,1
2023-06-30,4500,556,3,Social,Referral,Winter Campaign,Mobile,Australia,1,3,423,1.0,423.0,423.0,0.00539568345323741,1
2023-06-06,4501,179,4,Referral,Referral,,Tablet,France,0,3,270,0.75,270.0,270.0,0.0223463687150838,1
2023-06-22,4502,338,6,Social,Organic Search,,Desktop,Australia,0,1,144,0.16666666666666666,144.0,144.0,0.01775147928994083,1
2023-06-08,4503,563,2,Organic,Social Media,Winter Campaign,Desktop,Canada,0,0,0,0.0,0.0,0.0,0.003552397868561279,1
2023-06-07,4504,357,4,Referral,Organic Search,Spring Promo,Mobile,Canada,0,2,178,0.5,178.0,178.0,0.011204481792717087,1
2023-06-10,4505,258,9,Organic,Social Media,,Desktop,Australia,1,2,192,0.2222222222222222,192.0,192.0,0.03488372093023256,1
2023-06-26,4506,242,7,Social,Organic Search,Summer Sale,Mobile,Australia,0,3,357,0.42857142857142855,357.0,357.0,0.028925619834710745,1
2023-06-25,4507,596,3,Referral,Direct,Spring Promo,Desktop,Canada,0,2,214,0.6666666666666666,214.0,214.0,0.0050335570469798654,1
2023-06-29,4508,470,8,Organic,Social Media,Spring Promo,Desktop,Canada,1,2,258,0.25,258.0,258.0,0.01702127659574468,1
2023-06-17,4509,341,5,Organic,Referral,Winter Campaign,Desktop,USA,0,1,115,0.2,115.0,115.0,0.01466275659824047,1
2023-06-10,4510,123,8,Direct,Social Media,,Mobile,Canada,1,0,0,0.0,0.0,0.0,0.06504065040650407,1
2023-06-28,4511,176,9,Referral,Social Media,,Mobile,France,1,2,250,0.2222222222222222,250.0,250.0,0.05113636363636364,1
2023-06-27,4512,595,1,Referral,Direct,Winter Campaign,Mobile,USA,0,2,100,2.0,100.0,100.0,0.0016806722689075631,1
2023-06-02,4513,552,1,Social,Direct,Spring Promo,Desktop,India,0,2,132,2.0,132.0,132.0,0.0018115942028985507,1
2023-06-10,4514,554,3,Organic,Social Media,,Desktop,UK,0,1,61,0.3333333333333333,61.0,61.0,0.005415162454873646,1
2023-06-02,4515,598,8,Organic,Referral,Spring Promo,Tablet,Australia,0,3,186,0.375,186.0,186.0,0.013377926421404682,1
2023-06-24,4516,285,9,Organic,Social Media,Spring Promo,Mobile,India,0,1,128,0.1111111111111111,128.0,128.0,0.031578947368421054,1
2023-06-16,4517,199,1,Direct,Organic Search,,Mobile,UK,1,3,231,3.0,231.0,231.0,0.005025125628140704,1
2023-06-15,4518,187,2,Referral,Organic Search,Spring Promo,Tablet,UK,1,0,0,0.0,0.0,0.0,0.0106951871657754,1
2023-06-12,4519,572,3,Referral,Social Media,Summer Sale,Mobile,USA,0,0,0,0.0,0.0,0.0,0.005244755244755245,1
2023-06-01,4520,570,10,Organic,Social Media,Winter Campaign,Mobile,Canada,0,0,0,0.0,0.0,0.0,0.017543859649122806,1
2023-06-24,4521,369,7,Direct,Direct,,Tablet,UK,1,2,274,0.2857142857142857,274.0,274.0,0.018970189701897018,1
2023-06-09,4522,288,3,Social,Organic Search,Spring Promo,Desktop,India,1,0,0,0.0,0.0,0.0,0.010416666666666666,1
2023-06-19,4523,437,7,Social,Organic Search,Winter Campaign,Mobile,UK,0,1,77,0.14285714285714285,77.0,77.0,0.016018306636155607,1
2023-06-14,4524,120,6,Social,Referral,,Tablet,Australia,0,3,183,0.5,183.0,183.0,0.05,1
2023-06-22,4525,450,10,Social,Referral,,Mobile,Canada,1,0,0,0.0,0.0,0.0,0.022222222222222223,1
2023-06-17,4526,568,3,Direct,Organic Search,Summer Sale,Desktop,UK,0,2,298,0.6666666666666666,298.0,298.0,0.00528169014084507,1
2023-06-24,4527,534,10,Organic,Social Media,Spring Promo,Desktop,Germany,1,3,360,0.3,360.0,360.0,0.018726591760299626,1
2023-06-06,4528,113,5,Referral,Social Media,,Mobile,France,1,0,0,0.0,0.0,0.0,0.04424778761061947,1
2023-06-08,4529,403,7,Direct,Organic Search,Summer Sale,Desktop,Canada,1,1,102,0.14285714285714285,102.0,102.0,0.017369727047146403,1
2023-06-14,4530,293,3,Social,Organic Search,Summer Sale,Mobile,Australia,1,0,0,0.0,0.0,0.0,0.010238907849829351,1
2023-06-09,4531,286,9,Direct,Referral,Winter Campaign,Desktop,France,1,0,0,0.0,0.0,0.0,0.03146853146853147,1
2023-06-08,4532,204,1,Organic,Social Media,Winter Campaign,Tablet,India,0,2,134,2.0,134.0,134.0,0.004901960784313725,1
2023-06-06,4533,293,7,Direct,Referral,Spring Promo,Mobile,France,1,2,212,0.2857142857142857,212.0,212.0,0.023890784982935155,1
2023-06-18,4534,600,5,Direct,Social Media,Spring Promo,Desktop,USA,1,3,336,0.6,336.0,336.0,0.008333333333333333,1
2023-06-07,4535,401,5,Referral,Social Media,Summer Sale,Desktop,Germany,1,3,291,0.6,291.0,291.0,0.012468827930174564,1
2023-06-05,4536,433,8,Referral,Social Media,Summer Sale,Desktop,USA,1,2,288,0.25,288.0,288.0,0.018475750577367205,1
2023-06-30,4537,155,3,Direct,Organic Search,Spring Promo,Mobile,USA,0,2,110,0.6666666666666666,110.0,110.0,0.01935483870967742,1
2023-06-25,4538,67,8,Organic,Referral,Spring Promo,Desktop,India,0,1,52,0.125,52.0,52.0,0.11940298507462686,1
2023-06-01,4539,158,8,Direct,Organic Search,Summer Sale,Mobile,Australia,1,3,339,0.375,339.0,339.0,0.05063291139240506,1
2023-06-07,4540,591,2,Direct,Direct,Winter Campaign,Tablet,USA,0,0,0,0.0,0.0,0.0,0.00338409475465313,1
2023-06-06,4541,98,10,Referral,Referral,Summer Sale,Desktop,India,1,1,61,0.1,61.0,61.0,0.10204081632653061,1
2023-06-15,4542,569,1,Direct,Social Media,Winter Campaign,Desktop,Canada,0,2,160,2.0,160.0,160.0,0.0017574692442882249,1
2023-06-19,4543,560,9,Referral,Direct,,Mobile,Canada,0,2,126,0.2222222222222222,126.0,126.0,0.01607142857142857,1
2023-06-30,4544,585,5,Referral,Direct,Winter Campaign,Desktop,UK,1,1,72,0.2,72.0,72.0,0.008547008547008548,1
2023-06-09,4545,476,9,Referral,Social Media,Winter Campaign,Tablet,UK,0,1,70,0.1111111111111111,70.0,70.0,0.018907563025210083,1
2023-06-20,4546,86,8,Organic,Direct,Summer Sale,Desktop,Germany,0,0,0,0.0,0.0,0.0,0.09302325581395349,1
2023-06-23,4547,269,5,Direct,Organic Search,,Tablet,France,1,2,228,0.4,228.0,228.0,0.01858736059479554,1
2023-06-19,4548,374,5,Direct,Social Media,Summer Sale,Mobile,France,1,3,174,0.6,174.0,174.0,0.013368983957219251,1
2023-06-28,4549,531,5,Organic,Referral,Summer Sale,Mobile,Germany,1,1,114,0.2,114.0,114.0,0.009416195856873822,1
2023-06-13,4550,523,3,Direct,Social Media,Winter Campaign,Desktop,India,0,3,390,1.0,390.0,390.0,0.0057361376673040155,1
2023-06-06,4551,93,6,Social,Referral,,Tablet,USA,1,2,120,0.3333333333333333,120.0,120.0,0.06451612903225806,1
2023-06-29,4552,524,3,Direct,Social Media,Summer Sale,Tablet,France,1,2,142,0.6666666666666666,142.0,142.0,0.0057251908396946565,1
2023-06-06,4553,294,10,Social,Direct,,Tablet,India,1,2,296,0.2,296.0,296.0,0.034013605442176874,1
2023-06-13,4554,460,9,Referral,Organic Search,,Mobile,India,1,1,56,0.1111111111111111,56.0,56.0,0.01956521739130435,1
2023-06-25,4555,170,6,Direct,Social Media,Spring Promo,Tablet,Australia,1,1,138,0.16666666666666666,138.0,138.0,0.03529411764705882,1
2023-06-24,4556,61,4,Direct,Direct,Winter Campaign,Tablet,India,0,2,262,0.5,262.0,262.0,0.06557377049180328,1
2023-06-17,4557,250,6,Social,Social Media,,Tablet,UK,0,1,128,0.16666666666666666,128.0,128.0,0.024,1
2023-06-19,4558,371,5,Social,Organic Search,Winter Campaign,Mobile,UK,1,2,194,0.4,194.0,194.0,0.013477088948787063,1
2023-06-26,4559,103,10,Social,Direct,Winter Campaign,Desktop,USA,0,2,294,0.2,294.0,294.0,0.0970873786407767,1
2023-06-12,4560,499,1,Direct,Organic Search,Winter Campaign,Mobile,USA,1,3,186,3.0,186.0,186.0,0.002004008016032064,1
2023-06-08,4561,255,8,Organic,Direct,Winter Campaign,Mobile,France,1,3,177,0.375,177.0,177.0,0.03137254901960784,1
2023-06-15,4562,433,7,Organic,Organic Search,,Tablet,Australia,0,1,100,0.14285714285714285,100.0,100.0,0.016166281755196306,1
2023-06-08,4563,198,4,Organic,Social Media,Winter Campaign,Mobile,France,0,0,0,0.0,0.0,0.0,0.020202020202020204,1
2023-06-03,4564,572,7,Social,Referral,Winter Campaign,Mobile,India,1,1,105,0.14285714285714285,105.0,105.0,0.012237762237762238,1
2023-06-13,4565,553,1,Referral,Referral,Spring Promo,Desktop,UK,0,0,0,0.0,0.0,0.0,0.0018083182640144665,1
2023-06-02,4566,588,8,Direct,Direct,,Mobile,Canada,1,3,384,0.375,384.0,384.0,0.013605442176870748,1
2023-06-04,4567,132,8,Referral,Direct,Winter Campaign,Mobile,India,1,2,198,0.25,198.0,198.0,0.06060606060606061,1
2023-06-16,4568,477,4,Direct,Referral,Spring Promo,Mobile,USA,0,3,156,0.75,156.0,156.0,0.008385744234800839,1
2023-06-25,4569,68,4,Organic,Organic Search,Summer Sale,Desktop,Germany,1,1,145,0.25,145.0,145.0,0.058823529411764705,1
2023-06-26,4570,209,5,Referral,Organic Search,,Tablet,India,1,2,194,0.4,194.0,194.0,0.023923444976076555,1
2023-06-22,4571,168,6,Organic,Social Media,Summer Sale,Tablet,Canada,1,2,174,0.3333333333333333,174.0,174.0,0.03571428571428571,1
2023-06-07,4572,216,7,Organic,Social Media,,Tablet,USA,0,3,228,0.42857142857142855,228.0,228.0,0.032407407407407406,1
2023-06-16,4573,175,6,Organic,Organic Search,,Desktop,India,1,3,366,0.5,366.0,366.0,0.03428571428571429,1
2023-06-12,4574,591,10,Social,Organic Search,,Tablet,USA,0,3,423,0.3,423.0,423.0,0.01692047377326565,1
2023-06-05,4575,507,9,Direct,Referral,Summer Sale,Mobile,Australia,1,0,0,0.0,0.0,0.0,0.01775147928994083,1
2023-06-24,4576,210,9,Direct,Social Media,,Mobile,France,0,0,0,0.0,0.0,0.0,0.04285714285714286,1
2023-06-23,4577,359,2,Organic,Referral,Spring Promo,Tablet,India,0,2,246,1.0,246.0,246.0,0.005571030640668524,1
2023-06-27,4578,132,5,Referral,Referral,Winter Campaign,Mobile,UK,0,2,174,0.4,174.0,174.0,0.03787878787878788,1
2023-06-16,4579,67,1,Referral,Referral,Summer Sale,Desktop,Germany,1,1,97,1.0,97.0,97.0,0.014925373134328358,1
2023-06-12,4580,440,4,Organic,Organic Search,Summer Sale,Tablet,Germany,0,2,242,0.5,242.0,242.0,0.00909090909090909,1
2023-06-17,4581,358,3,Organic,Social Media,Summer Sale,Desktop,India,0,3,345,1.0,345.0,345.0,0.008379888268156424,1
2023-06-23,4582,467,4,Social,Organic Search,Winter Campaign,Mobile,USA,0,2,222,0.5,222.0,222.0,0.008565310492505354,1
2023-06-24,4583,584,10,Referral,Direct,Winter Campaign,Mobile,Australia,0,2,266,0.2,266.0,266.0,0.017123287671232876,1
2023-06-24,4584,550,10,Social,Organic Search,Winter Campaign,Desktop,France,0,2,158,0.2,158.0,158.0,0.01818181818181818,1
2023-06-14,4585,154,6,Direct,Organic Search,Summer Sale,Desktop,India,0,0,0,0.0,0.0,0.0,0.03896103896103896,1
2023-06-07,4586,164,4,Organic,Organic Search,Spring Promo,Tablet,France,1,0,0,0.0,0.0,0.0,0.024390243902439025,1
2023-06-05,4587,566,3,Social,Referral,Summer Sale,Desktop,UK,1,1,138,0.3333333333333333,138.0,138.0,0.00530035335689046,1
2023-06-26,4588,91,3,Social,Direct,,Desktop,UK,0,0,0,0.0,0.0,0.0,0.03296703296703297,1
2023-06-08,4589,238,2,Organic,Organic Search,,Tablet,UK,0,0,0,0.0,0.0,0.0,0.008403361344537815,1
2023-06-22,4590,168,4,Social,Direct,Spring Promo,Desktop,Canada,0,2,262,0.5,262.0,262.0,0.023809523809523808,1
2023-06-04,4591,244,4,Social,Referral,Summer Sale,Mobile,India,1,3,360,0.75,360.0,360.0,0.01639344262295082,1
2023-06-22,4592,363,9,Referral,Referral,,Desktop,India,0,1,74,0.1111111111111111,74.0,74.0,0.024793388429752067,1
2023-06-20,4593,195,2,Direct,Referral,Summer Sale,Mobile,UK,1,3,435,1.5,435.0,435.0,0.010256410256410256,1
2023-06-26,4594,97,1,Organic,Referral,Summer Sale,Tablet,India,1,3,231,3.0,231.0,231.0,0.010309278350515464,1
2023-06-17,4595,391,4,Referral,Organic Search,Spring Promo,Tablet,France,1,1,135,0.25,135.0,135.0,0.010230179028132993,1
2023-06-25,4596,585,1,Referral,Referral,Summer Sale,Desktop,UK,1,0,0,0.0,0.0,0.0,0.0017094017094017094,1
2023-06-25,4597,432,10,Organic,Social Media,Spring Promo,Desktop,Canada,1,1,89,0.1,89.0,89.0,0.023148148148148147,1
2023-06-17,4598,467,3,Organic,Direct,Spring Promo,Mobile,Australia,1,1,148,0.3333333333333333,148.0,148.0,0.006423982869379015,1
2023-06-27,4599,115,8,Organic,Direct,Summer Sale,Desktop,Germany,0,0,0,0.0,0.0,0.0,0.06956521739130435,1
2023-06-21,4600,314,7,Social,Organic Search,Summer Sale,Desktop,USA,0,0,0,0.0,0.0,0.0,0.022292993630573247,1
2023-06-16,4601,495,2,Social,Referral,Winter Campaign,Tablet,Canada,1,3,291,1.5,291.0,291.0,0.00404040404040404,1
2023-06-10,4602,523,6,Social,Direct,Summer Sale,Mobile,Canada,1,1,117,0.16666666666666666,117.0,117.0,0.011472275334608031,1
2023-06-18,4603,168,3,Direct,Direct,,Desktop,France,1,1,85,0.3333333333333333,85.0,85.0,0.017857142857142856,1
2023-06-17,4604,406,6,Organic,Referral,Spring Promo,Tablet,Germany,0,2,128,0.3333333333333333,128.0,128.0,0.014778325123152709,1
2023-06-29,4605,264,4,Direct,Referral,Summer Sale,Desktop,Germany,1,0,0,0.0,0.0,0.0,0.015151515151515152,1
2023-06-24,4606,135,6,Social,Social Media,Winter Campaign,Tablet,UK,1,1,99,0.16666666666666666,99.0,99.0,0.044444444444444446,1
2023-06-30,4607,413,5,Social,Referral,Summer Sale,Mobile,UK,1,0,0,0.0,0.0,0.0,0.012106537530266344,1
2023-06-01,4608,525,4,Direct,Social Media,Summer Sale,Tablet,Germany,0,3,441,0.75,441.0,441.0,0.007619047619047619,1
2023-06-11,4609,549,9,Referral,Direct,Winter Campaign,Tablet,USA,0,3,438,0.3333333333333333,438.0,438.0,0.01639344262295082,1
2023-06-24,4610,160,4,Organic,Organic Search,Winter Campaign,Mobile,France,0,0,0,0.0,0.0,0.0,0.025,1
2023-06-04,4611,460,3,Referral,Direct,Summer Sale,Tablet,Canada,1,0,0,0.0,0.0,0.0,0.006521739130434782,1
2023-06-21,4612,132,6,Referral,Direct,Winter Campaign,Desktop,Canada,1,2,100,0.3333333333333333,100.0,100.0,0.045454545454545456,1
2023-06-29,4613,512,9,Direct,Referral,Winter Campaign,Desktop,France,0,3,231,0.3333333333333333,231.0,231.0,0.017578125,1
2023-06-30,4614,422,3,Social,Direct,,Desktop,Australia,0,1,104,0.3333333333333333,104.0,104.0,0.0071090047393364926,1
2023-06-26,4615,74,2,Organic,Direct,Winter Campaign,Desktop,India,1,3,351,1.5,351.0,351.0,0.02702702702702703,1
2023-06-20,4616,218,9,Organic,Social Media,Winter Campaign,Tablet,Australia,1,2,108,0.2222222222222222,108.0,108.0,0.04128440366972477,1
2023-06-03,4617,179,9,Social,Organic Search,,Tablet,India,1,0,0,0.0,0.0,0.0,0.05027932960893855,1
2023-06-21,4618,145,5,Social,Social Media,Winter Campaign,Desktop,India,0,1,103,0.2,103.0,103.0,0.034482758620689655,1
2023-06-25,4619,140,7,Social,Social Media,Winter Campaign,Tablet,Canada,0,0,0,0.0,0.0,0.0,0.05,1
2023-06-07,4620,307,5,Social,Organic Search,Winter Campaign,Tablet,Australia,1,1,150,0.2,150.0,150.0,0.016286644951140065,1
2023-06-22,4621,163,4,Organic,Social Media,Winter Campaign,Mobile,India,1,1,146,0.25,146.0,146.0,0.024539877300613498,1
2023-06-13,4622,593,10,Social,Organic Search,Summer Sale,Mobile,India,1,1,50,0.1,50.0,50.0,0.016863406408094434,1
2023-06-13,4623,479,2,Organic,Social Media,Spring Promo,Desktop,Canada,1,0,0,0.0,0.0,0.0,0.0041753653444676405,1
2023-06-18,4624,386,7,Social,Referral,Spring Promo,Mobile,USA,0,2,180,0.2857142857142857,180.0,180.0,0.018134715025906734,1
2023-06-28,4625,369,4,Social,Direct,Winter Campaign,Desktop,USA,1,3,357,0.75,357.0,357.0,0.01084010840108401,1
2023-06-12,4626,81,10,Organic,Social Media,Winter Campaign,Desktop,Germany,0,0,0,0.0,0.0,0.0,0.12345679012345678,1
2023-06-10,4627,311,1,Referral,Social Media,Spring Promo,Tablet,USA,0,1,125,1.0,125.0,125.0,0.003215434083601286,1
2023-06-14,4628,435,7,Referral,Organic Search,Spring Promo,Tablet,Australia,1,2,208,0.2857142857142857,208.0,208.0,0.016091954022988506,1
2023-06-29,4629,283,7,Organic,Referral,,Mobile,Australia,0,1,59,0.14285714285714285,59.0,59.0,0.024734982332155476,1
2023-06-22,4630,232,7,Referral,Referral,,Mobile,Australia,1,1,73,0.14285714285714285,73.0,73.0,0.03017241379310345,1
2023-06-16,4631,192,7,Social,Direct,,Desktop,UK,0,3,438,0.42857142857142855,438.0,438.0,0.036458333333333336,1
2023-06-04,4632,387,4,Direct,Social Media,Summer Sale,Mobile,USA,1,1,90,0.25,90.0,90.0,0.0103359173126615,1
2023-06-22,4633,534,1,Direct,Referral,,Desktop,UK,1,0,0,0.0,0.0,0.0,0.0018726591760299626,1
2023-06-22,4634,110,6,Referral,Direct,Spring Promo,Desktop,India,0,1,79,0.16666666666666666,79.0,79.0,0.05454545454545454,1
2023-06-27,4635,600,5,Referral,Referral,Winter Campaign,Tablet,Germany,0,0,0,0.0,0.0,0.0,0.008333333333333333,1
2023-06-21,4636,387,8,Organic,Referral,Winter Campaign,Desktop,UK,1,2,228,0.25,228.0,228.0,0.020671834625323,1
2023-06-07,4637,501,4,Social,Referral,Summer Sale,Desktop,India,1,2,182,0.5,182.0,182.0,0.007984031936127744,1
2023-06-19,4638,169,7,Social,Organic Search,Winter Campaign,Tablet,UK,0,1,100,0.14285714285714285,100.0,100.0,0.04142011834319527,1
2023-06-17,4639,178,2,Social,Social Media,Spring Promo,Desktop,UK,0,2,218,1.0,218.0,218.0,0.011235955056179775,1
2023-06-22,4640,463,2,Referral,Direct,Winter Campaign,Tablet,France,1,3,204,1.5,204.0,204.0,0.004319654427645789,1
2023-06-23,4641,79,10,Social,Direct,Summer Sale,Mobile,UK,0,2,192,0.2,192.0,192.0,0.12658227848101267,1
2023-06-19,4642,143,10,Organic,Organic Search,Spring Promo,Desktop,France,0,1,79,0.1,79.0,79.0,0.06993006993006994,1
2023-06-13,4643,268,10,Referral,Organic Search,Summer Sale,Tablet,Germany,0,2,166,0.2,166.0,166.0,0.03731343283582089,1
2023-06-25,4644,144,5,Referral,Organic Search,Winter Campaign,Desktop,Canada,1,1,77,0.2,77.0,77.0,0.034722222222222224,1
2023-06-18,4645,111,6,Organic,Social Media,Winter Campaign,Desktop,Germany,1,0,0,0.0,0.0,0.0,0.05405405405405406,1
2023-06-22,4646,207,5,Referral,Social Media,Spring Promo,Desktop,USA,1,0,0,0.0,0.0,0.0,0.024154589371980676,1
2023-06-01,4647,567,5,Referral,Organic Search,Spring Promo,Mobile,UK,0,1,96,0.2,96.0,96.0,0.008818342151675485,1
2023-06-26,4648,161,10,Direct,Organic Search,Winter Campaign,Tablet,Canada,1,2,146,0.2,146.0,146.0,0.062111801242236024,1
2023-06-28,4649,310,2,Social,Organic Search,,Mobile,Germany,1,2,126,1.0,126.0,126.0,0.0064516129032258064,1
2023-06-10,4650,186,2,Referral,Social Media,Winter Campaign,Tablet,Germany,1,0,0,0.0,0.0,0.0,0.010752688172043012,1
2023-06-14,4651,95,2,Social,Social Media,Spring Promo,Mobile,India,0,1,51,0.5,51.0,51.0,0.021052631578947368,1
